,0,0.05,0.25,0.5,0.75,0.95,1
Rotation[rad],0.0,0.0,0.00267435880618895,0.13816857310263994,2.387900938324695,3.061415931673813,3.1412413969314223
Translation[m],1.3877787807814454e-17,2.391654643720554e-15,0.0033219010919687034,0.07346905885336483,0.6666230986729773,1.5290555086180535,2.6377296664808525
