err_rad,err_trans
0.0008686101311820773,0.0005695181078992061
0.03443968554083728,0.010158534323475028
0.0022985409325148873,0.0032327627750963583
0.00010338807076094914,4.636933902708318e-05
0.005377266215690373,0.0056372445120750235
0.004697360155108076,0.0043604088041703844
0.0054423129694163375,0.002001276132554583
0.00033697921043542673,0.00032062683507145574
0.0016900512656478253,0.002352078721322148
0.017305451306525332,0.008999325558892213
3.0263211367501666,0.47094808047558967
2.7978056168081635,1.069513682781418
0.06341367642026628,0.06003441342744831
1.366567640686624,0.637881849079565
0.0010825618889443828,0.002239288335916352
0.0,0.01242585920520153
0.012686737295760581,0.007793823508749987
0.005510324656311874,0.0034570924557943885
2.4599451207713607,0.6577084554273471
2.8307766790809326,0.5186765648306099
0.034435604239497986,0.014016888356477984
0.001545223500913136,0.0013127396185160939
0.0042914188713826795,0.005158909783526202
0.011527479654535657,0.013860327756517223
0.004043560227814172,0.0013326849352558027
0.004285752212685477,0.0041837410831139
0.0007452187221496084,0.0021248575748317173
0.014072201694182261,0.009057728179104916
0.0054649482249328534,0.009283689612530245
0.0,2.099960151677936e-15
0.0038473929808412297,0.006167832655292131
0.8518124897811336,0.875720234359635
1.7697640695085857,0.5584852592119047
0.016809733726314564,0.00840881491037569
0.0,3.368045037175248e-16
0.0036221032654678792,0.0025246569924288484
0.0002637805818147513,0.0003077084323676674
0.0007137682168152285,0.0012781534713909018
2.6060690582723582,1.4980069080152656
0.03651240582897566,0.04039151236200187
0.00285343692358127,0.005235964331054522
7.11006654082154e-05,6.566164182425995e-05
0.004240181434274293,0.005175986119445031
0.00010744067691816836,0.0006021964572266042
0.005388107319266674,0.004735760826522592
0.0029396836602810857,0.004305951469144423
0.006997834856952415,0.002979986365876684
0.004903762921400988,0.004894034342004102
0.00400569517906756,0.0023110215198623224
0.0007769496644475666,0.0002491329020880539
0.0005085981557178605,0.004367112503207474
0.09445503246909319,0.07455618987364716
3.101384428528848,0.48245359113084885
2.509918364357372,1.5293184717659658
0.0068968267783539984,0.012581912992585102
2.703661386189071,0.8572904311812043
0.014842664581141715,0.005495367763413625
0.0005330279243469482,0.0007834500483521261
2.992033855903045,0.7795680955089189
0.0007431684212872796,0.0008905346674284552
0.008497002118991877,0.006362363007291097
0.5949207021119742,0.2129151907158687
0.014360573562501906,0.0036854008511936526
0.4198218737947305,0.3965587431377794
0.0005638930121629528,0.0004466233872916323
0.035168966469276045,0.013904226424872832
0.006880176592968061,0.006559532692394827
0.23342479586162704,0.3149813851797587
2.960842239719655,0.17262827862610963
0.0,0.010824747410174427
