,0,0.05,0.25,0.5,0.75,0.95,1
Rotation[rad],0.0,0.0,0.0008677042160041687,0.010997456620027948,1.6213751835019141,3.043070340488689,3.1407600877359583
Translation[m],5.551115123125783e-17,2.2315638142795905e-15,0.0014209140639762465,0.008236409357512504,0.5757810539373848,1.628573593080478,3.096437861361278
